month	country	direction	code	category	measure	value	netto	quantity	region	district	meta_year	meta_month
12/2017	KE	ИМ	0603120000	СРЕЗАННЫЕ ЦВЕТЫ И БУТОНЫ, ПРИГОДНЫЕ ДЛЯ СОСТАВЛЕНИЯ БУКЕТОВ ИЛИ ДЛЯ ДЕКОРАТИВНЫХ ЦЕЛЕЙ, СВЕЖИЕ, ЗАСУШЕННЫЕ, ОКРАШЕННЫЕ, ОТБЕЛЕННЫЕ, ПРОПИТАННЫЕ ИЛИ ПОДГОТОВЛЕННЫЕ ДРУГИМИ СПОСОБАМИ	ШТ	1273	190	4480	46000	1	2017	12
12/2017	KZ	ЭК	8518309500	МИКРОФОНЫ И ПОДСТАВКИ ДЛЯ НИХ; ГРОМКОГОВОРИТЕЛИ, СМОНТИРОВАННЫЕ ИЛИ НЕ СМОНТИРОВАННЫЕ В КОРПУСАХ; НАУШНИКИ И ТЕЛЕФОНЫ ГОЛОВНЫЕ, ОБЪЕДИНЕННЫЕ ИЛИ НЕ ОБЪЕДИНЕННЫЕ С МИКРОФОНОМ, И КОМПЛЕКТЫ, СОСТОЯЩИЕ ИЗ МИКРОФОНА И ОДНОГО ИЛИ БОЛЕЕ ГРОМКОГОВОРИТЕЛЕЙ; ЭЛЕКТРИЧЕСКИЕ УСИЛИТЕЛИ ЗВУКОВОЙ ЧАСТОТЫ; ЭЛЕКТРИЧЕСКИЕ ЗВУКОУСИЛИТЕЛЬНЫЕ КОМПЛЕКТЫ	ШТ	188	4	9	40000	2	2017	12
12/2017	GE	ЭК	4601949000	ПЛЕТЕНЫЕ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МАТЕРИАЛОВ ДЛЯ ПЛЕТЕНИЯ, НЕ СОЕДИНЕННЫЕ ИЛИ СОЕДИНЕННЫЕ В ПОЛОСЫ ИЛИ ЛЕНТЫ; МАТЕРИАЛЫ ДЛЯ ПЛЕТЕНИЯ, ПЛЕТЕНЫЕ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МАТЕРИАЛОВ ДЛЯ ПЛЕТЕНИЯ, СВЯЗАННЫЕ В ПАРАЛЛЕЛЬНЫЕ ПРЯДИ ИЛИ СОТКАННЫЕ, В ВИДЕ ЛИСТОВ, ЗАКОНЧЕННЫЕ ИЛИ НЕЗАКОНЧЕННЫЕ (НАПРИМЕР, КОВРИКИ, ЦИНОВКИ, ШИРМЫ)	1	48	6	0	60000	3	2017	12
12/2017	AZ	ЭК	2008199900	ФРУКТЫ, ОРЕХИ И ПРОЧИЕ СЪЕДОБНЫЕ ЧАСТИ РАСТЕНИЙ, ПРИГОТОВЛЕННЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ ИНЫМ СПОСОБОМ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ ДОБАВОК САХАРА ИЛИ ДРУГИХ ПОДСЛАЩИВАЮЩИХ ВЕЩЕСТВ ИЛИ СПИРТА, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	37758	13825	0	75000	5	2017	12
12/2017	BY	ИМ	6303929000	ЗАНАВЕСИ (ВКЛЮЧАЯ ПОРТЬЕРЫ) И ВНУТРЕННИЕ ШТОРЫ; ЛАМБРЕКЕНЫ ИЛИ ПОДЗОРЫ ДЛЯ КРОВАТЕЙ	М2	1748	43	22	28000	1	2017	12
12/2017	MD	ЭК	8450200000	МАШИНЫ СТИРАЛЬНЫЕ, БЫТОВЫЕ ИЛИ ДЛЯ ПРАЧЕЧНЫХ, ВКЛЮЧАЯ МАШИНЫ, ОСНАЩЕННЫЕ ОТЖИМНЫМ УСТРОЙСТВОМ	ШТ	6970	485	1	66000	1	2017	12
12/2017	IT	ИМ	8414592000	НАСОСЫ ВОЗДУШНЫЕ ИЛИ ВАКУУМНЫЕ, ВОЗДУШНЫЕ ИЛИ ГАЗОВЫЕ КОМПРЕССОРЫ И ВЕНТИЛЯТОРЫ; ВЕНТИЛЯЦИОННЫЕ ИЛИ РЕЦИРКУЛЯЦИОННЫЕ ВЫТЯЖНЫЕ КОЛПАКИ ИЛИ ШКАФЫ С ВЕНТИЛЯТОРОМ, С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ; ГАЗОНЕПРОНИЦАЕМЫЕ ШКАФЫ БИОЛОГИЧЕСКОЙ БЕЗОПАСНОСТИ С ФИЛЬТРАМИ ИЛИ БЕЗ ФИЛЬТРОВ	ШТ	248	6	2	27000	2	2017	12
12/2017	BY	ЭК	7216339000	УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ	1	78900	99462	0	60000	3	2017	12
12/2017	SI	ИМ	8205200000	ИНСТРУМЕНТЫ РУЧНЫЕ (ВКЛЮЧАЯ АЛМАЗНЫЕ СТЕКЛОРЕЗЫ), В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ЛАМПЫ ПАЯЛЬНЫЕ; ТИСКИ, ЗАЖИМЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, КРОМЕ ПРИНАДЛЕЖНОСТЕЙ И ЧАСТЕЙ СТАНКОВ ИЛИ ВОДОСТРУЙНЫХ РЕЗАТЕЛЬНЫХ МАШИН; НАКОВАЛЬНИ; ГОРНЫ ПЕРЕНОСНЫЕ; ШЛИФОВАЛЬНЫЕ КРУГИ С ОПОРНЫМИ КОНСТРУКЦИЯМИ, С РУЧНЫМ ИЛИ НОЖНЫМ ПРИВОДОМ	1	1844	188	0	40000	2	2017	12
12/2017	IE	ЭК	3917239009	ТРУБЫ, ТРУБКИ, ШЛАНГИ И ИХ ФИТИНГИ (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, ФЛАНЦЫ), ИЗ ПЛАСТМАСС	1	23	3	0	45000	1	2017	12
12/2017	BY	ЭК	8537109100	ПУЛЬТЫ, ПАНЕЛИ, КОНСОЛИ, СТОЛЫ, РАСПРЕДЕЛИТЕЛЬНЫЕ ЩИТЫ И ОСНОВАНИЯ ДЛЯ ЭЛЕКТРИЧЕСКОЙ АППАРАТУРЫ ПРОЧИЕ, ОБОРУДОВАННЫЕ ДВУМЯ ИЛИ БОЛЕЕ УСТРОЙСТВАМИ ТОВАРНОЙ ПОЗИЦИИ 8535 ИЛИ 8536, ДЛЯ УПРАВЛЕНИЯ ИЛИ РАСПРЕДЕЛЕНИЯ ЭЛЕКТРИЧЕСКОГО ТОКА, В ТОМ ЧИСЛЕ ВКЛЮЧАЮЩИЕ В СЕБЯ ПРИБОРЫ ИЛИ УСТРОЙСТВА ГРУППЫ 90 И ЦИФРОВЫЕ АППАРАТЫ УПРАВЛЕНИЯ, КРОМЕ КОММУТАЦИОННЫХ УСТРОЙСТВ ТОВАРНОЙ ПОЗИЦИИ 8517	1	771	7	0	54000	1	2017	12
12/2017	KZ	ЭК	8466940000	ЧАСТИ И ПРИНАДЛЕЖНОСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ ОБОРУДОВАНИЯ ТОВАРНЫХ ПОЗИЦИЙ 8456 - 8465, ВКЛЮЧАЯ ПРИСПОСОБЛЕНИЯ ДЛЯ КРЕПЛЕНИЯ ИНСТРУМЕНТА ИЛИ ДЕТАЛЕЙ, САМОРАСКРЫВАЮЩИЕСЯ РЕЗЬБОНАРЕЗНЫЕ ГОЛОВКИ, ДЕЛИТЕЛЬНЫЕ ГОЛОВКИ И ДРУГИЕ СПЕЦИАЛЬНЫЕ ПРИСПОСОБЛЕНИЯ К ОБОРУДОВАНИЮ; ПРИСПОСОБЛЕНИЯ ДЛЯ КРЕПЛЕНИЯ РАБОЧИХ ИНСТРУМЕНТОВ ДЛЯ ВСЕХ ТИПОВ РУЧНЫХ ИНСТРУМЕНТОВ	1	2812	279	0	53000	4	2017	12
12/2017	UA	ЭК	2602000000	ПРОЧЕЕ	1	128305	763000	0	14000	1	2017	12
12/2017	BY	ЭК	8307100009	ТРУБЫ ГИБКИЕ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, С ФИТИНГАМИ ИЛИ БЕЗ НИХ	1	4096	2397	0	50000	6	2017	12
12/2017	AZ	ЭК	1602491900	ГОТОВЫЕ ИЛИ КОНСЕРВИРОВАННЫЕ ПРОДУКТЫ ИЗ МЯСА, МЯСНЫХ СУБПРОДУКТОВ, КРОВИ ИЛИ НАСЕКОМЫХ ПРОЧИЕ	1	1303	196	0	3000	3	2017	12
12/2017	AZ	ЭК	2710198400	НЕФТЬ И НЕФТЕПРОДУКТЫ, ПОЛУЧЕННЫЕ ИЗ БИТУМИНОЗНЫХ ПОРОД, КРОМЕ СЫРЫХ; ПРОДУКТЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ, СОДЕРЖАЩИЕ 70 МАС.% ИЛИ БОЛЕЕ НЕФТИ ИЛИ НЕФТЕПРОДУКТОВ, ПОЛУЧЕННЫХ ИЗ БИТУМИНОЗНЫХ ПОРОД, ПРИЧЕМ ЭТИ НЕФТЕПРОДУКТЫ ЯВЛЯЮТСЯ ОСНОВНЫМИ СОСТАВЛЯЮЩИМИ ПРОДУКТОВ; ОТРАБОТАННЫЕ НЕФТЕПРОДУКТЫ	1	5781	5996	0	61000	1	2017	12
12/2017	BY	ЭК	1905319900	ХЛЕБ, МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ, ПЕЧЕНЬЕ И ПРОЧИЕ ХЛЕБОБУЛОЧНЫЕ И МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ КАКАО; ВАФЕЛЬНЫЕ ПЛАСТИНЫ, ПУСТЫЕ КАПСУЛЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЯХ, ВАФЕЛЬНЫЕ ОБЛАТКИ ДЛЯ ЗАПЕЧАТЫВАНИЯ, РИСОВАЯ БУМАГА И АНАЛОГИЧНЫЕ ПРОДУКТЫ	1	109488	98035	0	89000	4	2017	12
12/2017	CN	ЭК	4801000000	ПРОЧЕЕ	1	1043653	2434972	0	57000	4	2017	12
12/2017	IT	ИМ	3207201000	ГОТОВЫЕ ПИГМЕНТЫ, ГОТОВЫЕ ГЛУШИТЕЛИ СТЕКЛА И ГОТОВЫЕ КРАСКИ, ЭМАЛИ И ГЛАЗУРИ СТЕКЛОВИДНЫЕ, АНГОБЫ (ШЛИКЕРЫ), ГЛЯНЦЫ ЖИДКИЕ И АНАЛОГИЧНЫЕ ПРЕПАРАТЫ, ИСПОЛЬЗУЕМЫЕ ПРИ ПРОИЗВОДСТВЕ КЕРАМИКИ, ЭМАЛИ ИЛИ СТЕКЛА; ФРИТТА СТЕКЛОВИДНАЯ И СТЕКЛО ПРОЧЕЕ В ПОРОШКЕ, ГРАНУЛАХ ИЛИ ХЛОПЬЯХ	1	88271	102500	0	54000	1	2017	12
12/2017	PT	ИМ	6109902000	МАЙКИ, ФУФАЙКИ С РУКАВАМИ И ПРОЧИЕ НАТЕЛЬНЫЕ ФУФАЙКИ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ	ШТ	174001	2995	18772	45000	1	2017	12
12/2017	BY	ЭК	3407000000	ПРОЧЕЕ	1	20582	3404	0	45000	1	2017	12
12/2017	BY	ЭК	8467298509	ИНСТРУМЕНТЫ РУЧНЫЕ ПНЕВМАТИЧЕСКИЕ, ГИДРАВЛИЧЕСКИЕ ИЛИ СО ВСТРОЕННЫМ ЭЛЕКТРИЧЕСКИМ ИЛИ НЕЭЛЕКТРИЧЕСКИМ ДВИГАТЕЛЕМ	ШТ	395	43	6	20000	1	2017	12
12/2017	CN	ЭК	1901909900	ЭКСТРАКТ СОЛОДОВЫЙ; ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ ИЗ МУКИ ТОНКОГО ИЛИ ГРУБОГО ПОМОЛА, КРУПЫ, КРАХМАЛА ИЛИ СОЛОДОВОГО ЭКСТРАКТА, НЕ СОДЕРЖАЩИЕ КАКАО ИЛИ СОДЕРЖАЩИЕ МЕНЕЕ 40 МАС.% КАКАО В ПЕРЕСЧЕТЕ НА ПОЛНОСТЬЮ ОБЕЗЖИРЕННУЮ ОСНОВУ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ ИЗ СЫРЬЯ ТОВАРНЫХ ПОЗИЦИЙ 0401 - 0404, НЕ СОДЕРЖАЩИЕ ИЛИ СОДЕРЖАЩИЕ МЕНЕЕ 5 МАС.% КАКАО В ПЕРЕСЧЕТЕ НА ПОЛНОСТЬЮ ОБЕЗЖИРЕННУЮ ОСНОВУ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1	20154	21000	0	76000	6	2017	12
12/2017	IN	ЭК	7228306100	ПРУТКИ ПРОЧИЕ ИЗ ДРУГИХ ВИДОВ ЛЕГИРОВАННЫХ СТАЛЕЙ; УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ, ИЗ ДРУГИХ ВИДОВ ЛЕГИРОВАННЫХ СТАЛЕЙ; ПРУТКИ ПУСТОТЕЛЫЕ ДЛЯ БУРОВЫХ РАБОТ ИЗ ЛЕГИРОВАННОЙ ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ	1	5313	3408	0	45000	1	2017	12
12/2017	US	ИМ	8529103100	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8524 - 8528	1	75365	6350	0	45000	1	2017	12
12/2017	CN	ИМ	1202410000	АРАХИС, НЕЖАРЕНЫЙ ИЛИ НЕ ПРИГОТОВЛЕННЫЙ КАКИМ-ЛИБО ДРУГИМ СПОСОБОМ, ЛУЩЕНЫЙ ИЛИ НЕЛУЩЕНЫЙ, ДРОБЛЕНЫЙ ИЛИ НЕДРОБЛЕНЫЙ	1	97626	65400	0	5000	7	2017	12
12/2017	LV	ЭК	9019109009	УСТРОЙСТВА ДЛЯ МЕХАНОТЕРАПИИ; АППАРАТЫ МАССАЖНЫЕ; АППАРАТУРА ДЛЯ ПСИХОЛОГИЧЕСКИХ ТЕСТОВ ДЛЯ ОПРЕДЕЛЕНИЯ СПОСОБНОСТЕЙ; АППАРАТУРА ДЛЯ ОЗОНОВОЙ, КИСЛОРОДНОЙ И АЭРОЗОЛЬНОЙ ТЕРАПИИ, ИСКУССТВЕННОГО ДЫХАНИЯ ИЛИ ПРОЧАЯ ТЕРАПЕВТИЧЕСКАЯ ДЫХАТЕЛЬНАЯ АППАРАТУРА	1	3189	158	0	58000	2	2017	12
12/2017	MY	ИМ	6506910000	ГОЛОВНЫЕ УБОРЫ ПРОЧИЕ, С ПОДКЛАДКОЙ ИЛИ БЕЗ ПОДКЛАДКИ ИЛИ С ОТДЕЛКОЙ ИЛИ БЕЗ ОТДЕЛКИ	ШТ	1152	17	320	27000	2	2017	12
12/2017	AE	ЭК	7318165000	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1	2477	5	0	45000	1	2017	12
12/2017	DE	ИМ	7320208508	ПРУЖИНЫ, РЕССОРЫ И ЛИСТЫ ДЛЯ НИХ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1	54	0	0	28000	1	2017	12
12/2017	IT	ИМ	8473308000	ЧАСТИ И ПРИНАДЛЕЖНОСТИ (КРОМЕ ФУТЛЯРОВ, ЧЕХЛОВ ДЛЯ ТРАНСПОРТИРОВКИ И АНАЛОГИЧНЫХ ИЗДЕЛИЙ), ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ МАШИН ТОВАРНЫХ ПОЗИЦИЙ 8470 -8472	1	3539	5	0	45000	1	2017	12
12/2017	IL	ИМ	8481807100	КРАНЫ, КЛАПАНЫ, ВЕНТИЛИ И АНАЛОГИЧНАЯ АРМАТУРА ДЛЯ ТРУБОПРОВОДОВ, КОТЛОВ, РЕЗЕРВУАРОВ, ЦИСТЕРН, БАКОВ ИЛИ АНАЛОГИЧНЫХ ЕМКОСТЕЙ, ВКЛЮЧАЯ РЕДУКЦИОННЫЕ И ТЕРМОРЕГУЛИРУЕМЫЕ КЛАПАНЫ	1	7793	184	0	40000	2	2017	12
12/2017	MN	ЭК	6305331001	МЕШКИ И ПАКЕТЫ УПАКОВОЧНЫЕ	1	919	168	0	81000	6	2017	12
12/2017	AZ	ЭК	8418108001	ХОЛОДИЛЬНИКИ, МОРОЗИЛЬНИКИ И ПРОЧЕЕ ХОЛОДИЛЬНОЕ ИЛИ МОРОЗИЛЬНОЕ ОБОРУДОВАНИЕ ЭЛЕКТРИЧЕСКОЕ ИЛИ ДРУГИХ ТИПОВ; ТЕПЛОВЫЕ НАСОСЫ, КРОМЕ УСТАНОВОК ДЛЯ КОНДИЦИОНИРОВАНИЯ ВОЗДУХА ТОВАРНОЙ ПОЗИЦИИ 8415	ШТ	184475	50330	1002	45000	1	2017	12
12/2017	AB	ЭК	1905906000	ХЛЕБ, МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ, ПЕЧЕНЬЕ И ПРОЧИЕ ХЛЕБОБУЛОЧНЫЕ И МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ КАКАО; ВАФЕЛЬНЫЕ ПЛАСТИНЫ, ПУСТЫЕ КАПСУЛЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЯХ, ВАФЕЛЬНЫЕ ОБЛАТКИ ДЛЯ ЗАПЕЧАТЫВАНИЯ, РИСОВАЯ БУМАГА И АНАЛОГИЧНЫЕ ПРОДУКТЫ	1	14488	8282	0	3000	3	2017	12
12/2017	RO	ИМ	4205009000	ПРОЧЕЕ	1	28521	512	0	73000	4	2017	12
12/2017	SK	ИМ	8483908100	ВАЛЫ ТРАНСМИССИОННЫЕ (ВКЛЮЧАЯ КУЛАЧКОВЫЕ И КОЛЕНЧАТЫЕ) И КРИВОШИПЫ; КОРПУСА ПОДШИПНИКОВ И ПОДШИПНИКИ СКОЛЬЖЕНИЯ ДЛЯ ВАЛОВ; ШЕСТЕРНИ И ЗУБЧАТЫЕ ПЕРЕДАЧИ; ШАРИКОВЫЕ ИЛИ РОЛИКОВЫЕ ВИНТОВЫЕ ПЕРЕДАЧИ; КОРОБКИ ПЕРЕДАЧ И ДРУГИЕ ВАРИАТОРЫ СКОРОСТИ, ВКЛЮЧАЯ ГИДРОТРАНСФОРМАТОРЫ; МАХОВИКИ И ШКИВЫ, ВКЛЮЧАЯ БЛОКИ ШКИВОВ; МУФТЫ И УСТРОЙСТВА ДЛЯ СОЕДИНЕНИЯ ВАЛОВ (ВКЛЮЧАЯ УНИВЕРСАЛЬНЫЕ ШАРНИРЫ)	1	98	1	0	52000	6	2017	12
12/2017	BY	ЭК	3004900009	ЛЕКАРСТВЕННЫЕ СРЕДСТВА (КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3002, 3005 ИЛИ 3006), СОСТОЯЩИЕ ИЗ СМЕШАННЫХ ИЛИ НЕСМЕШАННЫХ ПРОДУКТОВ, ДЛЯ ИСПОЛЬЗОВАНИЯ В ТЕРАПЕВТИЧЕСКИХ ИЛИ ПРОФИЛАКТИЧЕСКИХ ЦЕЛЯХ, РАСФАСОВАННЫЕ В ВИДЕ ДОЗИРОВАННЫХ ЛЕКАРСТВЕННЫХ ФОРМ (ВКЛЮЧАЯ ЛЕКАРСТВЕННЫЕ СРЕДСТВА В ФОРМЕ ТРАНСДЕРМАЛЬНЫХ СИСТЕМ) ИЛИ В ФОРМЫ  ИЛИ УПАКОВКИ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1	8821	8250	0	68000	1	2017	12
12/2017	IN	ЭК	8529909700	ЧАСТИ, ПРЕДНАЗНАЧЕННЫЕ ИСКЛЮЧИТЕЛЬНО ИЛИ В ОСНОВНОМ ДЛЯ АППАРАТУРЫ ТОВАРНЫХ ПОЗИЦИЙ 8524 - 8528	1	4434882	445	0	29000	1	2017	12
12/2017	BY	ЭК	8514900000	ПЕЧИ И КАМЕРЫ ПРОМЫШЛЕННЫЕ ИЛИ ЛАБОРАТОРНЫЕ ЭЛЕКТРИЧЕСКИЕ (ВКЛЮЧАЯ ДЕЙСТВУЮЩИЕ НА ОСНОВЕ ЯВЛЕНИЯ ИНДУКЦИИ ИЛИ ДИЭЛЕКТРИЧЕСКИХ ПОТЕРЬ); ПРОМЫШЛЕННОЕ ИЛИ ЛАБОРАТОРНОЕ ОБОРУДОВАНИЕ ДЛЯ ТЕРМИЧЕСКОЙ ОБРАБОТКИ МАТЕРИАЛОВ С ПОМОЩЬЮ ЯВЛЕНИЯ ИНДУКЦИИ ИЛИ ДИЭЛЕКТРИЧЕСКИХ ПОТЕРЬ	1	2854	96	0	1000	6	2017	12
12/2017	FI	ИМ	8901901000	СУДА КРУИЗНЫЕ, ЭКСКУРСИОННЫЕ, ПАРОМЫ, ГРУЗОВЫЕ СУДА, БАРЖИ И АНАЛОГИЧНЫЕ ПЛАВУЧИЕ СРЕДСТВА ДЛЯ ПЕРЕВОЗКИ ПАССАЖИРОВ ИЛИ ГРУЗОВ	ШТ	90661000	5993000	1	40000	2	2017	12
12/2017	BY	ЭК	7017900000	ПОСУДА СТЕКЛЯННАЯ ДЛЯ ЛАБОРАТОРНЫХ, ГИГИЕНИЧЕСКИХ ИЛИ ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЕЙ, ГРАДУИРОВАННАЯ ИЛИ НЕГРАДУИРОВАННАЯ, КАЛИБРОВАННАЯ ИЛИ НЕКАЛИБРОВАННАЯ	1	402	1	0	52000	6	2017	12
12/2017	BY	ЭК	8708309909	ЧАСТИ И ПРИНАДЛЕЖНОСТИ МОТОРНЫХ ТРАНСПОРТНЫХ СРЕДСТВ ТОВАРНЫХ ПОЗИЦИЙ 8701 - 8705	1	23613	7872	0	92000	4	2017	12
12/2017	UA	ЭК	1517109000	МАРГАРИН; ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ СМЕСИ ИЛИ ГОТОВЫЕ ПРОДУКТЫ ИЗ ЖИРОВ ИЛИ МАСЕЛ ЖИВОТНОГО, РАСТИТЕЛЬНОГО ИЛИ МИКРОБИОЛОГИЧЕСКОГО ПРОИСХОЖДЕНИЯ ИЛИ ФРАКЦИЙ РАЗЛИЧНЫХ ЖИРОВ ИЛИ МАСЕЛ ДАННОЙ ГРУППЫ, КРОМЕ ПРИГОДНЫХ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ ЖИРОВ И МАСЕЛ ИЛИ ИХ ФРАКЦИЙ ТОВАРНОЙ ПОЗИЦИИ 1516	1	37283	48240	0	14000	1	2017	12
12/2017	US	ИМ	8534009000	ПРОЧЕЕ	1	471	0	0	28000	1	2017	12
12/2017	CN	ИМ	6107120000	КАЛЬСОНЫ, ТРУСЫ, НОЧНЫЕ СОРОЧКИ, ПИЖАМЫ, КУПАЛЬНЫЕ ХАЛАТЫ, ДОМАШНИЕ ХАЛАТЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ	ШТ	2305	10	122	27000	2	2017	12
12/2017	HU	ИМ	7616910000	ИЗДЕЛИЯ ИЗ АЛЮМИНИЯ ПРОЧИЕ	1	1	0	0	40000	2	2017	12
12/2017	BY	ЭК	4818300000	БУМАГА ТУАЛЕТНАЯ И АНАЛОГИЧНАЯ БУМАГА, ЦЕЛЛЮЛОЗНАЯ ВАТА ИЛИ ПОЛОТНО ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН ХОЗЯЙСТВЕННО-БЫТОВОГО ИЛИ САНИТАРНО-ГИГИЕНИЧЕСКОГО НАЗНАЧЕНИЯ, В РУЛОНАХ ШИРИНОЙ НЕ БОЛЕЕ 36 СМ ИЛИ РАЗРЕЗАННЫЕ ПО РАЗМЕРУ ИЛИ ФОРМЕ; НОСОВЫЕ ПЛАТКИ, КОСМЕТИЧЕСКИЕ САЛФЕТКИ, ПОЛОТЕНЦА, СКАТЕРТИ, САЛФЕТКИ, ПРОСТЫНИ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ХОЗЯЙСТВЕННО-БЫТОВОГО, САНИТАРНО-ГИГИЕНИЧЕСКОГО ИЛИ МЕДИЦИНСКОГО НАЗНАЧЕНИЯ, ПРЕДМЕТЫ ОДЕЖДЫ И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ, ИЗ БУМАЖНОЙ МАССЫ, БУМАГИ, ЦЕЛЛЮЛОЗНОЙ ВАТЫ ИЛИ ПОЛОТНА ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН	1	9	3	0	91000	8	2017	12
12/2017	DK	ИМ	9032890000	ПРИБОРЫ И УСТРОЙСТВА ДЛЯ АВТОМАТИЧЕСКОГО РЕГУЛИРОВАНИЯ ИЛИ УПРАВЛЕНИЯ	ШТ	26066	107	66	45000	1	2017	12
12/2017	CN	ИМ	6106100000	БЛУЗКИ, БЛУЗЫ И БЛУЗОНЫ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, ЖЕНСКИЕ ИЛИ ДЛЯ ДЕВОЧЕК	ШТ	34783	1139	8236	40000	2	2017	12
12/2017	DK	ИМ	7307931900	ФИТИНГИ ДЛЯ ТРУБ ИЛИ ТРУБОК (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, СГОНЫ), ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1	2254	350	0	18000	3	2017	12
